avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,povertyPercent,studyPerCap,MedianAge,AvgHouseholdSize,PercentMarried,PctPrivateCoverage,PctPublicCoverage,BirthRate,region
771,178.2,427.4,61747,9.9,272.0377806,37.4,2.71,52.7,69.8,32.2,5.742215991,West
14,194.4,476.2,45465,15.5,0,49.5,2.31,52.4,60.7,50.6,5.205479452,West
240,184.1,455.5,44235,20.6,202.961302,41.2,2.54,51.1,62.3,42.9,6.298743004,West
70,157.4,449.9,51151,15.5,24.67064686,37,2.76,58.1,55.3,40.7,4.643274854,West
19,161.1,358.2,39992,22.4,0,47.7,2.39,48.2,50.6,52,4.978354978,West
86,163.5,420.9,55006,17.3,0,29.1,3.4,49.2,52.7,36.3,8.388253538,West
4,115,293.6,46404,14.2,0,49.8,2.3,61.9,62.8,44.9,13.55498721,West
149,173.1,417.9,50388,15.8,0,32.2,3,52.3,49.9,41.2,6.92564347,West
189,194.6,518.4,43205,19.6,140.6034701,42.7,2.51,47.5,56.7,42.7,5.713875529,West
165,143.5,462,59358,10.3,0,44,2.33,59.1,75.7,36.5,6.113924051,West
91,154.9,480.9,50964,14.1,262.5878028,55.6,2.18,53.7,66,49,5.305574211,West
2939,152.7,464.2,75738,11.3,620.6530082,37.2,2.45,49.5,75.8,23.9,5.202119227,West
79,170.7,414.6,38989,19.9,0,39,2.46,45,65.2,40.2,5.803003309,Midwest
94,203.8,464.3,34655,24.5,0,46.4,2.28,51.6,55.6,51.1,3.935222672,Midwest
125,149.1,345.3,60650,10,0,39.7,2.64,54.7,80.6,28,4.540884719,Midwest
40,178.6,416.1,41101,16.5,0,49.3,2.3,55.1,65.3,47.6,3.797949107,Midwest
101,178.5,393.1,43338,14.8,384.8585645,46.4,2.3,54,66.5,42.3,3.887024609,Midwest
70,172.2,358.9,45174,14.4,1318.442687,46.4,2.31,54,71.2,39.8,6.088280061,Midwest
229,178.6,413.5,57088,9.8,9.191091994,41,2.45,52.1,76.5,32.3,5.808302127,Midwest
76,168,489.1,50191,11.6,422.1826845,44.3,2.33,57.5,71.7,35.5,5.055523086,Midwest
940,192.1,514.3,41787,21.5,523.3066163,39.6,2.48,44.6,63.5,43.9,4.863978687,Midwest
83,196.5,475.7,39721,18.5,0,48.9,2.3,57.2,61.6,49.8,6.390328152,Midwest
55,195.2,324.9,33600,20.9,0,48.3,2.1,46,61,47,2.773556231,Midwest
168,151.8,521.2,55592,9.7,556.5498276,41.7,2.46,52,73,33.7,5.649660209,Midwest
86,168.3,447.1,43509,18.5,0,38.9,2.45,47.1,68,38.7,3.748722027,Midwest
111,187.5,396.3,44780,16.6,0,42,2.5,54,65,38.1,6.309693152,Midwest
67,155.4,373.8,39126,18.7,0,32.8,2.51,44.3,71.6,33.2,5.373953975,Midwest
100,181.6,448.5,41678,14.1,0,48,2.3,55.7,69.4,42,5.169018707,Midwest
435,165.5,514.9,45840,20.1,443.9240086,31.5,2.4,38.8,72.7,31.3,4.499226458,Midwest
110,173,417.8,48681,15.2,0,37.9,2.72,50,69.1,36.1,6.91088967,Midwest
41,167.6,344.3,35961,17.3,0,53.3,2.07,51.2,64.1,49.2,4.683342203,Midwest
105,180.1,446.7,42431,28.3,99.01270192,26.3,2.61,34.9,72.6,27.1,3.814938787,Midwest
372,193.8,473.5,46670,15.4,514.1259232,40.5,2.48,48,67.9,38.8,5.040777373,Midwest
454,171,464.2,46283,18.9,810.7183887,34,2.47,44.3,73.4,31,4.426449927,Midwest
45,200.7,469.6,40709,17.4,0,44.4,2.38,54.4,60.6,45,4.369071572,Midwest
965,160.2,473.3,53342,15.3,414.8536462,34.8,2.63,49.2,72.2,29.7,5.98333118,Midwest
5,113.5,337.6,40411,12.7,0,54.5,2.1,55.6,66.2,50.8,7.936507937,Midwest
42,213.1,395.3,30990,29.2,0,51.5,2.53,46.6,51,57.9,4.4221105530000004,Midwest
189,186.7,484.6,51510,11.1,135.7880801,43.3,2.64,57.1,74.7,33.3,5.407671348,Midwest
54,132.5,372.9,60622,8.9,0,52.4,2.31,61.4,75.8,38.4,5.887253541,Midwest
217,177.6,425.8,48194,14.5,649.2650117,40.9,2.46,50,71.5,36.3,4.630064868,Midwest
316,162.7,433.5,74341,6.1,0,42.1,2.66,58.9,83.2,24.4,4.426612689,Midwest
16,175.3,366,37590,20.6,0,44.3,2.27,45.9,59.5,50.6,5.95959596,Midwest
31,160.3,422.5,39359,15.4,0,50.9,2.07,54.2,63.4,44,3.381147541,Midwest
1809,177.8,506.5,54865,12.3,154.9419546,40.8,2.52,49.5,73.6,31.9,4.707995158,Midwest
72,180,494.9,37477,16.6,81.7628061,48.2,2.28,51.1,65.4,45.4,4.046522898,Midwest
141,168.7,430.4,44735,15.4,74.38815741,39.1,2.38,46.4,73.2,32.7,3.31536726,Midwest
82,190.2,350.2,42896,16.3,799.0827919,45.7,2.3,54.9,64.3,43.5,5.960854093,Midwest
89,177.2,448.5,41572,23,626.9301321,35.7,2.61,44.2,67.9,37.2,4.303337477,Midwest
70,185,310.1,42191,14.5,0,47.5,2.19,52.9,66.3,41.3,5.558035714,Midwest
160,154.4,438.7,51629,11.9,0,40.9,2.45,57.2,76.5,31.9,5.762837089,Midwest
39,190.2,417.3,40455,16.1,0,43,2.52,56.8,61.4,43.5,4.809286899,Midwest
325,182.8,371,57719,10.4,608.4189131,41.7,2.55,54.1,77,31.1,6.102216567,Midwest
137,184.5,475.3,41554,20.4,0,40,2.59,51.3,64.9,40.1,5.831775701,Midwest
37,207.6,484.4,37961,15.7,0,54.6,2.27,51.5,60.8,53.1,3.263086336,Midwest
379,189.2,499,42588,20,260.4317379,39.1,2.56,47.4,64,41.4,4.97414174,Midwest
120,197,393.2,41588,21,0,42.4,2.58,55.8,62.4,43.5,5.713998795,Midwest
2231,159.6,495.7,69378,10,297.0287466,40.8,2.47,52.4,79,26.4,5.31040591,Midwest
54,153.3,370.2,41166,20.1,0,42.3,2.6,57.1,61.3,44.2,4.930928626,Midwest
62,177,402.9,35968,21.4,0,49,2.22,54.7,60.1,51,6.505717916,Midwest
22,171.1,396,35387,17.8,0,55.6,2.01,57,63.6,49.4,3.276955603,Midwest
60,193.7,541.3,40235,20.4,1778.124729,42.5,2.6,51.1,59.7,43.7,4.211869815,Midwest
30,199.5,404.3,33975,20.5,0,51.3,2.27,55.7,57.4,49.7,5.041436464,Midwest
64,194.7,457,44693,13.2,0,44.2,2.38,56.8,68.4,39.2,3.216430924,Midwest
384,142.2,404.1,60577,9.1,7.144005287,34.7,2.74,56.6,80.2,25.6,5.371555803,Midwest
44,171.8,414.7,39420,16.1,0,53.2,2.13,59.6,70,45.7,3.178368121,Midwest
97,201.8,496.9,35002,20.7,0,54.4,2.06,53.8,60.7,56,5.928954766,Midwest
439,175.3,475.4,44548,17.4,460.4075383,40.3,2.44,45.5,67,41.3,5.433100881,Midwest
382,189.5,488,50303,13.8,500.3909304,42.8,2.47,53.7,71.2,36.1,4.646092865,Midwest
134,178.9,404.4,43687,18.5,0,39.2,2.59,54,66.2,37.9,7.077326343,Midwest
102,170.6,368.5,42081,14.7,0,44.2,2.55,53.6,63.8,40,5.167988801,Midwest
29,213.7,439.1,39539,17.6,0,50,2.38,52.1,60,49.7,4.633204633,Midwest
157,184.9,505,47882,15.3,72.8661158,41.5,2.49,54.9,70.7,35.2,5.135520685,Midwest
131,181.9,459,43186,15.6,0,43.3,2.49,55.9,68,40.5,6.304667879,Midwest
168,188.2,431.5,46715,16.5,173.1555603,41.3,2.61,51.1,62.7,39.8,4.666419111,Midwest
494,157,463.9,62861,14.3,1290.124833,33.4,2.43,44.3,82.2,23.4,4.120270702,Midwest
3927,197.9,528.7,41434,24.1,470.063973,37.8,2.63,38.1,58.4,42,5.676241281,Midwest
84,199.2,528.4,39807,19,0,41.7,2.56,54.3,63.4,42.5,5.24857851,Midwest
50,164.1,453.5494221,40676,14.9,0,53.1,2.05,61.2,66.3,51.5,7.867412141,Midwest
497,167.9,453.5494221,70868,7.6,418.4209838,37.9,2.7,54.4,79.3,25.7,6.191392604,Midwest
86,189.3,453.5494221,51116,14.6,0,42.4,2.41,57.6,66.7,38.4,5.235358086,Midwest
79,162.6,453.5494221,43706,18.5,1050.972149,33.3,2.59,44.2,58.6,40.5,6.561704535,Midwest
63,155.3,453.5494221,52531,13.6,0,35.4,2.45,50.6,71.5,32.2,7.207014542,Midwest
169,182.1,532.7,51576,16.6,12.30754083,39.4,2.32,46.3,72.6,37.4,4.275633043,Northeast
159,171.5,472.2,55047,11.6,130.0622673,46.6,2.37,49.3,73.1,36.9,3.458303859,Northeast
100,181.4,522,48357,13.8,41.24221553,36.1,2.54,42.2,75.3,31.6,3.084671073,Northeast
116,160.7,461,45860,14.4,0,46.4,2.31,47.8,66.8,42.4,4.154951578,Northeast
569,164.8,486.7,70925,10.2,74.38614524,41.2,2.61,48.7,76.3,29.3,3.807095815,Northeast
2183,183.3,544.1,50134,15.2,121.3989495,40.4,2.33,44.3,71.9,36.6,4.815862717,Northeast
97,164.5,463.7,50182,12,25.98887676,45.9,2.37,50.5,70.8,39.4,3.244249435,Northeast
105,180.9,466.4,45704,18.5,0,39.8,2.36,45,64.6,40.5,5.8605919,Northeast
134,183.4,504.2,45409,17.8,0,42.8,2.4,49.3,64.2,42.7,4.80729036,Northeast
141,181.6,520.5,52410,12,0,42.7,2.45,52.8,73.2,34.7,6.002939584,Northeast
128,187.3,505.7,52597,11.1,0,45.2,2.55,48.2,70.6,37.9,4.626911005,Northeast
17,194.2,526.9,49137,11.4,9762.308998,51.9,3.38,42.7,73.1,40.6,4.529616725,Northeast
134,150.9,480.7,44148,16.5,15.84786054,42.9,2.4,50.1,65.8,40.7,4.741223308,Northeast
196,177,500.8,49781,15.1,0,31.8,2.54,53.5,69.7,36.4,7.816390603,Northeast
3824,153.8,452.3,47547,23.4,42.47677525,34.4,2.74,40.1,51.4,43.4,5.227447022,Northeast
59,173.6,470.1,47542,14.3,593.5378566,41.4,0.0254,56,68.3,36.1,5.441478439,Northeast
133,172,462.2,49920,14.7,0,40.1,2.42,47.2,76.5,32.9,5.026285421,Northeast
150,174.2,505.4,51600,11.8,125.2627037,40.8,2.55,46.7,74.1,33.5,3.238819733,Northeast
1507,169.5,498.9,51371,14.2,94.7171825,38.5,2.41,44.1,73.1,34.5,4.726955479,Northeast
115,170.1,511,40923,18.9,60.43269812,41,2.5,44.5,61.4,44.7,6.043704855,Northeast
2549,145.8,514.3,98312,6.7,263.7088185,41.3,3.03,53.2,79.6,25.3,4.449778611,Northeast
2584,145.2,463.9,75459,17.7,1258.727481,36.6,2.09,32.9,67.3,31.8,3.548717991,Northeast
506,177.1,507.2,49274,13.4,0,42.6,2.39,47.1,72.9,37.1,4.92078633,Northeast
542,173.9,501.5,48350,17.7,38.70967742,41.2,0.0243,44,66.4,42.2,5.551134489,Northeast
1011,180.4,525.9,52892,16.1,347.9463693,38.8,2.43,44.6,73.1,34.4,4.874120242,Northeast
228,162.9,484.6,58473,11.5,100.40069,43.1,2.38,50.8,75.4,33.3,5.349606951,Northeast
628,173.6,503.5,69228,13.4,66.19938726,36.8,2.9,49.9,71.9,31.1,5.163242125,Northeast
95,184.2,495.9,46577,15.5,0,42.2,2.43,48.4,67.8,41.4,4.445372013,Northeast
15,205,459.8,36891,21.9,0,43,2.44,39.8,57.4,37.5,7.282913165,South
313,181,477.1,54026,12.7,264.9146975,39.9,2.69,53.7,69.1,29.7,4.754928419,South
84,177.2,458.4,38130,23.5,0,36.8,2.33,45.1,65.1,32.9,3.120443278,South
288,184.9,459.8,50055,15.3,21.54475924,37.4,2.85,53.5,64.1,30.6,5.25474016,South
30,205.2,464.6,38928,22.2,0,45.2,2.43,51.6,54.9,46.1,5.365126677,South
119,182.2,462.5,46073,18.5,0,37.5,2.75,49.2,59,34.3,5.257747099,South
150,194,524.4,35991,22.1,722.8169208,42.1,2.47,44,53.2,45.3,6.174096999,South
147,165.7,460.5,49676,16,567.6559511,42,2.62,57.7,64.8,33.5,4.703203954,South
107,181.8,483.7,37881,17.6,0,43.1,2.52,50,57.9,42.3,5.517241379,South
93,161.4,440,37884,18.1,0,49,2.16,58.1,55.4,44.4,5.212083268,South
42,143.7,416.2,38445,19.9,94.61185487,44,2.36,54.3,61.8,40.4,4.341957255,South
61,177,491.5,35930,19.7,0,46,0.0254,47.2,55.2,42.9,3.58004827,South
1216,158.6,451,59049,15.2,307.5227016,34.5,2.57,45.3,67.9,24.6,5.350191695,South
45,180.9,450.3,36795,19.2,131.1819494,46.7,2.36,55.7,61.8,39.7,3.813691779,South
54,153.3,447.6,38530,21.1,36.30027588,41.1,2.52,48.8,51.5,40.7,5.65466173,South
240,160.3,483.6,51650,15.5,392.1485501,45.1,2.44,55.8,66.3,39.1,3.694753236,South
215,189,452.5,43348,18.2,21.29494564,41,2.52,45.3,59.8,37.6,6.201122458,South
387,164,442.6,49905,18,154.2943755,37.8,2.33,45.8,70,29.1,4.936553568,South
61,189.9,452.7,32063,25.8,48.9572114,47.1,2.35,38.6,50.3,48.4,2.454590083,South
206,179.9,477.5,47201,14.3,203.9600453,26.1,2.75,54.5,73.1,26.8,9.215177413,South
183,157.3,436.7,60304,14.1,240.5308658,33.3,2.47,45.2,79.3,20.2,4.202796852,South
33,151.3,499.4,43097,17.9,0,49.8,2.36,55.1,61.4,45.6,5.096660808,South
93,203.9,473.4,44596,18.8,25.10733385,37.4,2.61,47.1,62.9,36.1,5.029990529,South
112,169.8,463.5,45453,15.4,0,42.1,2.67,51.7,63.1,35.8,3.014449427,South
33,159.5,400,41328,17.1,0,47.8,2.44,56.7,58.3,46.5,7.827059262,South
255,171.8,457.6,41765,23.4,244.53771,31.5,2.48,39.6,66.2,28.9,4.079871327,South
58,156.1,423.9,45464,14.7,0,50.9,2.3,56.1,68,41.3,4.746227709,South
293,177.5,502.3,41770,16.7,245.0997556,40.5,2.59,52.9,59.2,34.2,5.037284569,South
113,205.3,490.6,34665,24.7,0,39.9,2.42,43.4,48.7,44.2,4.202401372,South
253,193,409.6,30414,33.1,14.90346282,35.2,2.87,39.2,43.4,45.1,5.971635486,South
237,194.3,520.3,39606,19.4,337.8452015,43.6,2.42,49.1,61,40.5,5.072603135,South
315,189.8,508.1,44973,18,64.6821233,40.3,2.6,49.1,59.1,38.8,4.889016456,South
163,174.8,443.9,35629,21.5,1581.563488,43.3,2.48,50.4,53.4,45.6,5.963398511,South
136,183.6,454.3,33876,29,533.5509384,39.2,2.7,45.3,51.2,43,5.0513461,South
80,189.6,487.8,32782,28.9,112.6474978,39.1,2.59,38.9,47.7,48.3,6.79431748,South
138,180.6,495.6,41921,16.5,378.8253121,41.8,0.0247,51.5,64.3,36.2,4.858604091,South
114,184.5,460.9,45065,13.8,0,44.7,2.43,56,65.2,35.3,4.962317706,South
196,198.1,481.1,37915,18.9,82.48216323,42.7,2.47,54.4,58,39.8,4.712239256,South
39,215.3,516.6,34788,19.3,0,40.7,2.58,49.5,51.9,39.4,5.56091289,South
85,137,396.8,44490,16.2,0,50.1,2.31,57.1,62.8,41.9,4.726613966,South
13,222.3,431,32773,28.3,0,44.4,2.45,42.5,50.1,46.5,7.088989442,South
273,158.6,429.7,64381,10.8,35.91599249,37.2,2.99,59.4,74.3,23.1,5.847110572,South
106,198.5,490.4,33609,27,112.188117,40,2.65,37.7,50.1,47.3,6.678752027,South
1126,155.3,451.4,66950,11.5,102.5192394,35.3,2.61,51.6,75.9,20.9,4.983090176,South
57,185.4,447.7,33869,22.8,0,46.1,2.48,41.7,51.7,47.2,4.839989421,South
33,167.9,453.6,32867,26.8,0,45.1,2.4,45.2,53.1,46.9,3.122648608,South
69,136,414,41942,26.2,75.6057914,29.5,2.35,38.9,77.7,23.7,2.832748693,South
258,191.3,458.6,36890,23.3,805.594045,36.7,2.56,45.5,58.7,40.2,5.691592675,South
173,183.5,441.2,33398,23.4,87.58868354,43.7,2.48,55.6,58.3,41.2,3.78540305,South
193,199.1,452.4,39268,23.9,305.9451257,39.9,2.5,44.8,56.4,39.4,4.940815895,South
89,179.7,449.1,40801,17.2,0,42.9,2.45,53.1,60.3,39.4,6.549178376,South
49,178.6,512.6,35974,20.6,0,46.2,2.35,59.5,57.2,42.3,3.944716384,South
6,140,405.2,45710,10.2,0,47.6,2.14,66.7,78.8,31.9,4.047619048,Midwest
31,173.1,479.1,52376,10.3,0,42.8,2.07,58,81.6,27.5,8.043956044,Midwest
12,169.9,462.9,39342,29.9,0,31,2.97,41.4,47.6,42.4,9.492753623,Midwest
19,174.1,430.4,56965,9.7,0,46,2.09,60.2,79.7,26.9,4.568106312,Midwest
12,209.3,472.9,60946,7.4,0,43.6,2.28,63.2,86.2,24.5,9.935897436,Midwest
5,166.8,448.3,62875,8.3,0,36.5,2.25,60.5,79.6,22.4,6.75,Midwest
137,141.6,438.9,66734,8.2,1161.402716,36.8,2.3,53.9,83.5,22.9,6.137971127,Midwest
198,143.4,462.5,53755,11.3,204.0673539,31.9,2.29,46.8,81.5,21.1,6.444608704,Midwest
13,170.7,406.8,54057,9,522.4660397,50.8,2.17,66,86.6,29.8,7.1197411,Midwest
12,126,320.2,51817,11.7,0,43.2,2.3,60.8,82.7,25.7,12.01143947,Midwest
4,93.8,330.6,67344,8.3,0,51.7,2.07,64.5,83.4,27.2,14.4,Midwest
7,127.1,355.6,72018,9.5,0,41.7,2.6,56.2,66.8,28.2,4.710632571,Midwest
10,227.6,532.1,47596,10.7,0,48.3,2.15,51,75.6,32.7,8.208955224,Midwest
11,166.9,352.4,44282,13.2,0,51.2,2.13,60.5,80,35.1,6.270627063,Midwest
10,174.5,516.2,54593,8,0,46.9,2.22,60.2,84,28.5,6.307692308,Midwest
5,205.2,403,53420,10.7,0,41,2.19,55.8,75.2,27.3,6.534090909,Midwest
99,162.5,462.5,50435,16.7,338.4285634,29.4,2.25,45.7,81.1,22.5,5.407811283,Midwest
8,147.3,385.4,39679,16.1,0,53.6,2.05,62.6,77.1,35.5,7.277628032,Midwest
11,232.3,535.5,51192,9.5,3457.21694,51.8,2.16,65.1,81.9,34.3,7.692307692,Midwest
8,160.3,481.5,50038,11.1,0,48.4,2.25,65.9,81.2,34.7,15.15711645,Midwest
4,104.8,336.1,46923,14.1,0,47,2.24,72.3,76.1,33.6,6.976744186,Midwest
10,134.7,370.5,53721,9.7,0,48.5,2.2,64.6,82,31.4,4.692082111,Midwest
4,108.8,360.6,44696,11.9,0,51.8,2.12,62.2,82.8,34.5,4.361370717,Midwest
13,148.3,429.1,48887,12.3,0,43.3,2.2,59.4,76.9,31.7,12.28389445,Midwest
8,125.9,424.9,40258,13,0,53.4,2.06,62.2,83.9,41.6,4.662004662,Midwest
9,124.6,254.7,81209,8.6,0,32.2,2.93,51.1,70.1,19.3,8.189655172,Midwest
22,153.1,515.6,56616,10.1,0,47.1,2.18,64.2,78,31.7,6.094022055,Midwest
17,151.9,482,74047,7.3,0,45.6,2.31,62.8,82.6,22.7,2.630005977,Midwest
56,165.2,487.9,54637,9.2,0,38.9,2.3,57.2,82.9,22.6,5.95510765,Midwest
17,196.8,485.1,66807,9.3,0,34.8,2.83,46.1,72.8,19.7,5.573419078,Midwest
13,205.3,436,45040,10.8,0,52.8,1.95,58.5,75.9,35.5,10.42553191,Midwest
3,137.6,338.6,62010,10.6,0,48.5,2.3,72.5,80.1,27,15.4340836,Midwest
22,177,381.4,56298,8.9,141.023833,47.2,2.14,60.2,79.7,30.4,8.209538702,Midwest
10,106.5,357.4,39572,11.6,0,46.9,2.08,58.1,79.1,28.7,9.305373526,Midwest
27,164.9,436.3,51097,12.3,0,42.5,2.2,48.5,75.8,29.7,2.600671141,Midwest
16,181.4,447,56270,8.4,0,44.5,2.25,56.3,83.6,29.4,9.291187739,Midwest
6,151.7,403.5,60957,7.7,0,39.9,2.46,60.2,87.9,21.9,4.896421846,Midwest
28,137.7,456.9,57177,9.7,0,38.9,2.28,54.1,82.7,25.6,6.603510727,Midwest
26,216.9,474.1,35630,31.6,0,30.3,3,38.8,35.8,36.9,6.726726727,Midwest
11,188.2,579.7,58467,7.3,3353.973168,45.3,2.22,60.9,88.8,25.7,6.284916201,Midwest
4,124.8,374.8,44990,16.1,0,52,2.05,63.2,67.9,45.6,4.95049505,Midwest
6,259.1,481.1,33950,33.6,0,27,3.93,27.2,36.8,39.7,8.229665072,Midwest
43,131.8,425.7,76672,7.6,31.10032966,35,2.44,55.8,83.3,19.6,10.50256729,Midwest
4,117.6,341.9,59408,7.1,0,50.2,2.09,62.2,84.8,29.8,7.098765432,Midwest
53,172.5,471,53333,11.6,0,40.6,2.15,50.8,77.7,27.7,5.223193741,Midwest
7,169.4,527.4,51961,10.9,0,48.5,2.25,65.9,76.1,35.1,16.4556962,Midwest
19,158,475.3,58995,8.9,0,41.4,2.35,54.6,83.1,28.2,4.19412822,Midwest
99,178.3,475,54366,13.1,0,37.7,2.68,54.8,73.1,30,5.87213091,South
424,174.3,454.6,49626,13,14.72688983,42.2,2.6,53.8,67.6,33.7,5.381477705,South
98,195.9,445.2,41450,18.1,22.75675307,38.8,2.68,54.4,60.8,35.1,5.95355245,South
51,201.7,468.1,36409,20.4,0,41.4,2.39,49.8,52,47.3,7.128810226,South
60,212.3,430.8,36176,22.7,0,41.4,2.52,53,48.7,48.5,5.180598555,South
156,194.7,490.9,37873,14.9,0,51.5,2.23,57.5,60.3,51.1,4.674318905,South
375,166.2,401,57408,11.9,92.12086257,35,2.75,59.9,68.5,28.3,5.82126689,South
102,198.2,426.3,39779,16.9,0,41.4,2.45,57.7,59.2,43.5,9.035846724,South
33,214,456.2,32734,27.4,0,40.6,2.39,51.6,46.5,49.3,5.141916907,South
15,202.4,364.5,39493,18,0,44.9,2.4,55.7,57.1,41.8,3.101503759,South
66,167.6,380.4,36964,17.9,0,44.2,2.49,56.1,54.4,43.8,6.345497034,South
38,229,403.9,29541,32.1,544.1189807,43.4,2.36,44.9,40.4,56.4,9.349593496,South
46,170.4,401.9,38504,21.5,0,34,2.28,43.1,65.3,35.9,3.697749196,South
27,137.6,398.5,35049,25,0,44.9,2.37,48.3,56,44.8,4.317548747,South
54,228.7,433.2,33826,19.9,0,43.8,2.31,52.3,53.8,46.8,8.81166615,South
83,188.5,460.8,40555,15.2,0,47.1,2.5,57,58.6,44.1,4.101603165,South
18,163.4,462.3,43201,16.6,0,42.4,2.53,58.2,59.5,42.3,3.533190578,South
62,210,414.9,37495,24.1,0,36,2.37,47.2,60.5,38.8,6.776379477,South
47,167.2,443.9,42348,18.3,47.57600266,40.7,2.49,54.2,58.3,42.3,5.789245447,South
187,191,387.1,42851,22.3,402.4761868,33.5,2.52,48.5,58.2,37.8,5.052358022,South
134,195.3,439.8,43466,16.6,0,38.8,2.58,58,57.4,38.5,5.975420257,South
117,242.9,389.9,35455,27.3,0,34.6,2.67,40.3,52,42.1,7.947176973,South
51,230.9,433.4,38597,22.3,0,40.1,2.49,53,54.2,42.9,3.788634098,South
28,250,472.7,34018,21,0,43.4,2.26,52.3,55.1,44.5,1.704199635,South
63,194,453.8,36620,24.9,0,41.1,2.57,45.5,56,43.2,2.570564516,South
31,186.9,455.6,33028,27.3,0,39.4,2.33,44.2,44,52.5,5.621925509,South
42,190.6,455.8,36801,24,0,37.5,2.43,50.7,54,40.6,4.350706714,South
173,174,449,51436,14.7,0,31.6,2.65,49,69,29,4.772020566,South
48,201.6,396.3,40404,17.5,0,40.4,2.58,55.1,55.8,42.9,7.574180115,South
35,175,394.1,33347,22.6,0,48,2.27,62.2,55.7,48.6,8.096280088,South
292,196.4,464.4,40621,18.7,421.9105344,44.1,2.35,50.9,56.3,44.6,3.943233157,South
39,190.5,502.9,46067,13.3,0,39.6,2.61,57.9,67.7,35.9,5.539429124,South
94,194.5,414.1,42572,16.3,0,38.3,2.56,53.1,58.7,41.1,5.73167141,South
50,185,380.6,33136,24.4,0,39.1,2.81,45.3,48.2,44.6,6.208291203,South
83,200.3,422.1,37831,18.7,0,40.9,2.59,52.7,58.1,43.2,3.906472769,South
36,190.8,477.4,35940,19.5,0,43.8,2.45,52.3,60.3,42.5,5.245114844,South
37,220.6,434.6,37336,18.8,0,38.6,2.65,48,51.6,42.4,5.693717277,South
77,170.1,438.6,41085,18.6,0,38.7,2.52,53.2,57.6,40.3,4.404237591,South
42,184.1,420,32744,22,0,48.1,2.28,56.7,53.1,49.3,4.812157028,South
52,233,532.1,32427,25.1,0,41,2.25,41.5,49.5,48.8,5.670985089,South
175,204.1,502.1,35927,26.8,27.94662195,38.5,2.41,40,56.5,44.2,4.806902219,South
52,176.9,395.3,34923,19.7,0,38.1,2.5,54.6,57.9,39.6,8.562113933,South
22,195.2,364.1,32225,27.5,0,45,2.52,41.5,49.6,48,3.516921035,South
51,213.5,442.5,34916,23,59.59830741,41.1,2.45,48.9,50.9,47.1,5.841924399,South
29,217.6,382.4,28006,39.3,0,40.6,2.34,34.4,39.9,53.7,12.36017897,South
29,194.4,402.4,37644,29,0,37.5,2.43,37.2,50.4,46.4,8.022922636,South
38,196,460.7,40418,17,0,41.3,2.57,56.7,59.9,40.4,4.221954162,South
36,205.5,392.5,37691,18.2,0,41.7,2.39,49.1,58.8,42,2.657444485,South
66,221.2,424.7,36391,21.1,0,42.8,2.48,50.7,57.1,44.7,8.799648892,South
135,204.9,492.3,54459,12.3,125.6193733,35.5,2.7,58.3,68.8,32.9,7.028310079,South
39,195.3,393.4,39158,18,0,41.8,2.46,62.2,56.4,38.7,3.234421365,South
61,213.7,442,33181,20.3,0,51.3,2.43,58.2,56,52.2,5.886450714,South
104,212.3,423.4,40877,20.8,0,37.8,2.5,45.7,55.4,39.9,7.403380449,South
112,236.4,403.3,33577,27.1,0,35.6,2.57,45.8,49.5,45.2,7.372578522,South
28,229.9,515.3,30682,28.1,0,45.2,2.27,42.7,42.4,56,9.781931464,South
24,146.2,400.3,34597,20.1,0,48.5,2.33,59.8,48.6,47,4.152249135,South
25,210.7,407.9,30935,25.1,0,41.8,2.48,52.5,48.4,47.1,5.091311566,South
102,173.3,430.4,46931,16.8,0,38.8,2.62,51,68.1,36.3,4.884815874,South
24,203.6,397.4,35895,20.1,0,47.7,0.0242,56.7,51.8,48.8,3.53569046,South
69,198.5,426.8,34971,23,0,42.7,2.34,48.2,57.3,46.1,6.041591968,South
29,209.9,484.6,40556,17.3,0,43.1,2.62,54.3,60.2,43.3,2.85046729,South
62,248.7,438.5,28171,35.3,0,37.8,2.48,35.7,39.3,53.1,6.831119545,South
27,184.3,401.8,36893,20,0,41.4,2.5,56.9,48.7,46.5,8.52225021,South
76,247.1,480.5,35851,21.9,0,40.2,2.57,47.9,43.7,51.3,7.948482061,South
57,187.2,396.4,33127,22,0,43.1,2.56,51.3,47.1,52.7,6.71641791,South
138,207.1,475.7,39909,18.3,0,35.2,2.62,51.5,61.3,36.2,5.167133642,South
25,196.7,449.5,39896,18.7,0,45.4,2.16,56.5,51.7,47.1,7.01754386,South
739,182.7,472.3,45698,16.1,644.3167696,36.4,2.49,43.5,64.2,33.7,5.116648446,South
140,190.5,443.3,43057,16.7,202.37701,42.2,2.43,51.1,67.2,37.5,3.673864003,South
54,212.5,425.6,37761,18.3,0,42.9,2.36,56.4,51.3,47.1,7.27081138,South
59,202.9,375.9,30489,33.4,0,37.5,2.51,37.4,45.2,48.4,6.906077348,South
218,169,461.3,55915,8.7,187.2978035,38.7,2.66,55.6,70,33.8,5.129672006,South
30,207.4,410,33202,23.7,0,41.3,2.66,56.8,56.8,44.6,3.421727973,South
29,219.4,445.8,31765,23.3,0,47,2.48,57.5,46.7,54,4.102564103,South
258,187.5,429.4,39907,22.1,62.60760682,36.9,2.53,50.3,58.1,37.9,6.387886081,South
